# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 21K of event 'cycles'
# Event count (approx.): 9508675690
#
# Overhead  Command    Shared Object     Symbol                                        
# ........  .........  ................  ..............................................
#
    0.00 :   ffffffff81a11bbe:       jbe     0xffffffff81a11bda <tcp_wfree+0x5a>
    0.00 :   ffffffff81a11bc0:       movq    %gs:0x7e6094b8(%rip), %rax
    0.00 :   ffffffff81a11bc8:       movq    %gs:0x22700, %rdx
    0.00 :   ffffffff81a11bd1:       cmpq    %rax, %rdx
    0.00 :   ffffffff81a11bd4:       je      0xffffffff81a11c6a <tcp_wfree+0xea>
    0.00 :   ffffffff81a11bda:       movq    0x158(%rbx), %rax
    0.00 :   ffffffff81a11be1:       movq    %rax, %rdx
    0.00 :   ffffffff81a11be4:       andl    $0x3, %edx
    0.00 :   ffffffff81a11be7:       decq    %rdx
    0.00 :   ffffffff81a11bea:       jne     0xffffffff81a11c6a <tcp_wfree+0xea>
    0.00 :   ffffffff81a11bec:       movq    %rax, %rdx
    0.00 :   ffffffff81a11bef:       andq    $-0x4, %rdx
    0.00 :   ffffffff81a11bf3:       orq     $0x2, %rdx
    0.00 :   ffffffff81a11bf7:       lock
    0.00 :   ffffffff81a11bf8:       cmpxchgq        %rdx, 0x158(%rbx)
    0.00 :   ffffffff81a11c00:       jne     0xffffffff81a11be1 <tcp_wfree+0x61>
    0.00 :   ffffffff81a11c02:       pushfq
    0.00 :   ffffffff81a11c03:       popq    %r12
    0.00 :   ffffffff81a11c05:       cli
    0.00 :   ffffffff81a11c06:       movq    $0x22580, %rdi  # imm = 0x22580
    0.00 :   ffffffff81a11c0d:       leaq    0x5c8(%rbx), %rdx
    0.00 :   ffffffff81a11c14:       addq    %gs:0x7e603e14(%rip), %rdi
    0.00 :   ffffffff81a11c1c:       movq    0x28(%rdi), %rsi
    0.00 :   ffffffff81a11c20:       movq    0x28(%rdi), %rcx
    0.00 :   ffffffff81a11c24:       leaq    0x28(%rdi), %rax
    0.00 :   ffffffff81a11c28:       cmpq    %rsi, %rax
    0.00 :   ffffffff81a11c2b:       movq    %rdx, 0x8(%rcx)
    0.00 :   ffffffff81a11c2f:       movq    %rcx, 0x5c8(%rbx)
    0.00 :   ffffffff81a11c36:       movq    %rax, 0x5d0(%rbx)
    0.00 :   ffffffff81a11c3d:       movq    %rdx, 0x28(%rdi)
    0.00 :   ffffffff81a11c41:       je      0xffffffff81a11ca1 <tcp_wfree+0x121>
    0.00 :   ffffffff81a11c43:       testl   $0x200, %r12d   # imm = 0x200
    0.00 :   ffffffff81a11c4a:       je      0xffffffff81a11c4d <tcp_wfree+0xcd>
    0.00 :   ffffffff81a11c4c:       sti
    0.00 :   ffffffff81a11c4d:       popq    %rbx
    0.00 :   ffffffff81a11c4e:       popq    %r12
    0.00 :   ffffffff81a11c50:       popq    %rbp
    0.00 :   ffffffff81a11c51:       xorl    %eax, %eax
    0.00 :   ffffffff81a11c53:       xorl    %edx, %edx
    0.00 :   ffffffff81a11c55:       xorl    %ecx, %ecx
    0.00 :   ffffffff81a11c57:       xorl    %esi, %esi
    0.00 :   ffffffff81a11c59:       xorl    %edi, %edi
    0.00 :   ffffffff81a11c5b:       xorl    %r8d, %r8d
    0.00 :   ffffffff81a11c5e:       jmp     0xffffffff81b787c0 <__x86_return_thunk>
    0.00 :   ffffffff81a11c63:       ud2
    0.00 :   ffffffff81a11c65:       jmp     0xffffffff81a11bb3 <tcp_wfree+0x33>
    0.00 :   ffffffff81a11c6a:       movq    %rbx, %rdi
    0.00 :   ffffffff81a11c6d:       callq   0xffffffff8192b220 <sk_free>
    0.00 :   ffffffff81a11c72:       popq    %rbx
    0.00 :   ffffffff81a11c73:       popq    %r12
    0.00 :   ffffffff81a11c75:       popq    %rbp
    0.00 :   ffffffff81a11c76:       xorl    %eax, %eax
    0.00 :   ffffffff81a11c78:       xorl    %edx, %edx
    0.00 :   ffffffff81a11c7a:       xorl    %ecx, %ecx
    0.00 :   ffffffff81a11c7c:       xorl    %esi, %esi
    0.00 :   ffffffff81a11c7e:       xorl    %edi, %edi
    0.00 :   ffffffff81a11c80:       xorl    %r8d, %r8d
    0.00 :   ffffffff81a11c83:       jmp     0xffffffff81b787c0 <__x86_return_thunk>
    0.00 :   ffffffff81a11c88:       leaq    0x154(%rbx), %r8
    0.00 :   ffffffff81a11c8f:       movl    $0x3, %esi
    0.00 :   ffffffff81a11c94:       movq    %r8, %rdi
    0.00 :   ffffffff81a11c97:       callq   0xffffffff815a4f60 <refcount_warn_saturate>
    0.00 :   ffffffff81a11c9c:       jmp     0xffffffff81a11bb3 <tcp_wfree+0x33>
    0.00 :   ffffffff81a11ca1:       lock
    0.00 :   ffffffff81a11ca2:       btsq    $0x0, 0x8(%rdi)
    0.00 :   ffffffff81a11ca8:       jb      0xffffffff81a11c43 <tcp_wfree+0xc3>
    0.00 :   ffffffff81a11caa:       nopw    (%rax,%rax)
    0.00 :   ffffffff81a11cb0:       callq   0xffffffff81070e40 <__tasklet_schedule>
    0.00 :   ffffffff81a11cb5:       jmp     0xffffffff81a11c43 <tcp_wfree+0xc3>
 Percent |	Source code & Disassembly of elf for cycles (1 samples, percent: local period)
----------------------------------------------------------------------------------------------
         :
         :
         : 2                Disassembly of section .text:
         :
         : 4                ffffffff811d1ca0 <perf_ctx_enable>:
         : 5                ; perf_ctx_enable():
  100.00 :   ffffffff811d1ca0:       pushq   %rbp
    0.00 :   ffffffff811d1ca1:       movq    %rsp, %rbp
    0.00 :   ffffffff811d1ca4:       pushq   %r12
    0.00 :   ffffffff811d1ca6:       pushq   %rbx
    0.00 :   ffffffff811d1ca7:       movq    0x28(%rdi), %rax
    0.00 :   ffffffff811d1cab:       leaq    0x28(%rdi), %r12
    0.00 :   ffffffff811d1caf:       cmpq    %rax, %r12
    0.00 :   ffffffff811d1cb2:       je      0xffffffff811d1ce1 <perf_ctx_enable+0x41>
    0.00 :   ffffffff811d1cb4:       leaq    -0x10(%rax), %rbx
    0.00 :   ffffffff811d1cb8:       movq    (%rbx), %rdi
    0.00 :   ffffffff811d1cbb:       movq    0x40(%rdi), %rax
    0.00 :   ffffffff811d1cbf:       addq    %gs:0x7ee43d69(%rip), %rax
    0.00 :   ffffffff811d1cc7:       decl    (%rax)
    0.00 :   ffffffff811d1cc9:       jne     0xffffffff811d1cd4 <perf_ctx_enable+0x34>
    0.00 :   ffffffff811d1ccb:       movq    0x60(%rdi), %rax
    0.00 :   ffffffff811d1ccf:       callq   0xffffffff81b78180 <__x86_indirect_thunk_rax>
    0.00 :   ffffffff811d1cd4:       movq    0x10(%rbx), %rax
    0.00 :   ffffffff811d1cd8:       cmpq    %rax, %r12
    0.00 :   ffffffff811d1cdb:       leaq    -0x10(%rax), %rbx
    0.00 :   ffffffff811d1cdf:       jne     0xffffffff811d1cb8 <perf_ctx_enable+0x18>
    0.00 :   ffffffff811d1ce1:       popq    %rbx
    0.00 :   ffffffff811d1ce2:       popq    %r12
    0.00 :   ffffffff811d1ce4:       popq    %rbp
    0.00 :   ffffffff811d1ce5:       xorl    %eax, %eax
    0.00 :   ffffffff811d1ce7:       xorl    %edx, %edx
    0.00 :   ffffffff811d1ce9:       xorl    %ecx, %ecx
    0.00 :   ffffffff811d1ceb:       xorl    %edi, %edi
    0.00 :   ffffffff811d1ced:       jmp     0xffffffff81b787c0 <__x86_return_thunk>
 Percent |	Source code & Disassembly of elf for cycles (1 samples, percent: local period)
----------------------------------------------------------------------------------------------
         :
         :
         : 2                Disassembly of section .text:
         :
         : 4                ffffffff810c06e0 <rebalance_domains>:
         : 5                ; rebalance_domains():
    0.00 :   ffffffff810c06e0:       pushq   %rbp
    0.00 :   ffffffff810c06e1:       movq    %rsp, %rbp
    0.00 :   ffffffff810c06e4:       pushq   %r15
    0.00 :   ffffffff810c06e6:       pushq   %r14
    0.00 :   ffffffff810c06e8:       pushq   %r13
    0.00 :   ffffffff810c06ea:       pushq   %r12
    0.00 :   ffffffff810c06ec:       movq    %rdi, %r12
    0.00 :   ffffffff810c06ef:       pushq   %rbx
    0.00 :   ffffffff810c06f0:       subq    $0x58, %rsp
    0.00 :   ffffffff810c06f4:       movl    %esi, -0x68(%rbp)
    0.00 :   ffffffff810c06f7:       movq    %gs:0x28, %rax
    0.00 :   ffffffff810c0700:       movq    %rax, -0x30(%rbp)
    0.00 :   ffffffff810c0704:       xorl    %eax, %eax
    0.00 :   ffffffff810c0706:       movl    0xa60(%rdi), %ecx
    0.00 :   ffffffff810c070c:       testl   %esi, %esi
    0.00 :   ffffffff810c070e:       movl    $0x1, -0x44(%rbp)
    0.00 :   ffffffff810c0715:       movl    %ecx, -0x58(%rbp)
    0.00 :   ffffffff810c0718:       je      0xffffffff810c08c8 <rebalance_domains+0x1e8>
    0.00 :   ffffffff810c071e:       movq    $0x22f40, %rax  # imm = 0x22F40
    0.00 :   ffffffff810c0725:       movslq  %ecx, %rsi
    0.00 :   ffffffff810c0728:       movq    %rax, -0x70(%rbp)
    0.00 :   ffffffff810c072c:       movq    %rsi, -0x60(%rbp)
    0.00 :   ffffffff810c0730:       addq    -0x7dedc720(,%rsi,8), %rax
    0.00 :   ffffffff810c0738:       movl    0x4(%rax), %edx
    0.00 :   ffffffff810c073b:       cmpl    %edx, 0x9c(%rax)
    0.00 :   ffffffff810c0741:       sete    %al
    0.00 :   ffffffff810c0744:       testl   %edx, %edx
    0.00 :   ffffffff810c0746:       setne   %dl
    0.00 :   ffffffff810c0749:       andl    %edx, %eax
    0.00 :   ffffffff810c074b:       xorl    $0x1, %eax
    0.00 :   ffffffff810c074e:       movzbl  %al, %eax
    0.00 :   ffffffff810c0751:       movl    %eax, -0x54(%rbp)
    0.00 :   ffffffff810c0754:       movq    0x1147265(%rip), %rbx # 0xffffffff822079c0 <jiffies_64>
    0.00 :   ffffffff810c075b:       callq   0xffffffff810f5f20 <__rcu_read_lock>
    0.00 :   ffffffff810c0760:       movq    -0x60(%rbp), %rsi
    0.00 :   ffffffff810c0764:       movq    $0x22f40, %rax  # imm = 0x22F40
    0.00 :   ffffffff810c076b:       addq    $0xea60, %rbx   # imm = 0xEA60
    0.00 :   ffffffff810c0772:       addq    -0x7dedc720(,%rsi,8), %rax
    0.00 :   ffffffff810c077a:       movq    0x9f8(%rax), %r15
    0.00 :   ffffffff810c0781:       testq   %r15, %r15
    0.00 :   ffffffff810c0784:       je      0xffffffff810c0a27 <rebalance_domains+0x347>
    0.00 :   ffffffff810c078a:       xorl    %edx, %edx
    0.00 :   ffffffff810c078c:       movq    %r12, -0x50(%rbp)
    0.00 :   ffffffff810c0790:       xorl    %r13d, %r13d
    0.00 :   ffffffff810c0793:       movq    %rbx, %r12
    0.00 :   ffffffff810c0796:       movl    $0x1, %edi
    0.00 :   ffffffff810c079b:       movq    %r15, %rbx
    0.00 :   ffffffff810c079e:       xorl    %r14d, %r14d
    0.00 :   ffffffff810c07a1:       movq    %rdx, %r15
    0.00 :   ffffffff810c07a4:       movq    %r13, -0x38(%rbp)
    0.00 :   ffffffff810c07a8:       movq    0x1147211(%rip), %rcx # 0xffffffff822079c0 <jiffies_64>
    0.00 :   ffffffff810c07af:       movl    $0x3e8, %eax    # imm = 0x3E8
    0.00 :   ffffffff810c07b4:       movq    0x58(%rbx), %rdx
    0.00 :   ffffffff810c07b8:       subq    %rcx, %rax
    0.00 :   ffffffff810c07bb:       addq    0x60(%rbx), %rax
    0.00 :   ffffffff810c07bf:       js      0xffffffff810c0815 <rebalance_domains+0x135>
    0.00 :   ffffffff810c07c1:       testl   %edi, %edi
    0.00 :   ffffffff810c07c3:       jne     0xffffffff810c0851 <rebalance_domains+0x171>
    0.00 :   ffffffff810c07c9:       movq    %r12, %rbx
    0.00 :   ffffffff810c07cc:       movq    -0x50(%rbp), %r12
    0.00 :   ffffffff810c07d0:       callq   0xffffffff810fb830 <__rcu_read_unlock>
    0.00 :   ffffffff810c07d5:       testl   %r14d, %r14d
    0.00 :   ffffffff810c07d8:       je      0xffffffff810c07e2 <rebalance_domains+0x102>
    0.00 :   ffffffff810c07da:       movq    %rbx, 0x988(%r12)
    0.00 :   ffffffff810c07e2:       movq    -0x30(%rbp), %rax
    0.00 :   ffffffff810c07e6:       subq    %gs:0x28, %rax
    0.00 :   ffffffff810c07ef:       jne     0xffffffff810c0a72 <rebalance_domains+0x392>
    0.00 :   ffffffff810c07f5:       addq    $0x58, %rsp
    0.00 :   ffffffff810c07f9:       popq    %rbx
    0.00 :   ffffffff810c07fa:       popq    %r12
    0.00 :   ffffffff810c07fc:       popq    %r13
    0.00 :   ffffffff810c07fe:       popq    %r14
    0.00 :   ffffffff810c0800:       popq    %r15
    0.00 :   ffffffff810c0802:       popq    %rbp
    0.00 :   ffffffff810c0803:       xorl    %eax, %eax
    0.00 :   ffffffff810c0805:       xorl    %edx, %edx
    0.00 :   ffffffff810c0807:       xorl    %ecx, %ecx
    0.00 :   ffffffff810c0809:       xorl    %esi, %esi
    0.00 :   ffffffff810c080b:       xorl    %edi, %edi
    0.00 :   ffffffff810c080d:       xorl    %r8d, %r8d
    0.00 :   ffffffff810c0810:       jmp     0xffffffff81b787c0 <__x86_return_thunk>
    0.00 :   ffffffff810c0815:       imulq   $0xfd, %rdx, %rdx
    0.00 :   ffffffff810c081c:       movq    0x114719d(%rip), %rax # 0xffffffff822079c0 <jiffies_64>
    0.00 :   ffffffff810c0823:       movl    $0x1, -0x64(%rbp)
    0.00 :   ffffffff810c082a:       movq    %rax, 0x60(%rbx)
    0.00 :   ffffffff810c082e:       shrq    $0x8, %rdx
    0.00 :   ffffffff810c0832:       addq    %rdx, %r15
    0.00 :   ffffffff810c0835:       testl   %edi, %edi
    0.00 :   ffffffff810c0837:       movq    %rdx, 0x58(%rbx)
    0.00 :   ffffffff810c083b:       jne     0xffffffff810c085b <rebalance_domains+0x17b>
    0.00 :   ffffffff810c083d:       movq    (%rbx), %rbx
    0.00 :   ffffffff810c0840:       testq   %rbx, %rbx
    0.00 :   ffffffff810c0843:       je      0xffffffff810c08f5 <rebalance_domains+0x215>
    0.00 :   ffffffff810c0849:       movl    -0x44(%rbp), %edi
    0.00 :   ffffffff810c084c:       jmp     0xffffffff810c07a4 <rebalance_domains+0xc4>
    0.00 :   ffffffff810c0851:       addq    %rdx, %r15
    0.00 :   ffffffff810c0854:       movl    $0x0, -0x64(%rbp)
    0.00 :   ffffffff810c085b:       movl    -0x54(%rbp), %ecx
    0.00 :   ffffffff810c085e:       movl    0x50(%rbx), %edi
    0.00 :   ffffffff810c0861:       testl   %ecx, %ecx
    0.00 :   ffffffff810c0863:       jne     0xffffffff810c08e4 <rebalance_domains+0x204>
    0.00 :   ffffffff810c0865:       callq   0xffffffff8110eda0 <__msecs_to_jiffies>
    0.00 :   ffffffff810c086a:       movq    0x12a606f(%rip), %rdx # 0xffffffff823668e0 <max_load_balance_interval>
    0.00 :   ffffffff810c0871:       testq   %rax, %rax
    0.00 :   ffffffff810c0874:       movl    $0x1, %ecx
    0.00 :   ffffffff810c0879:       cmovneq %rax, %rcx
    0.00 :   ffffffff810c087d:       cmpq    %rdx, %rax
    0.00 :   ffffffff810c0880:       movl    0x3c(%rbx), %eax
    0.00 :   ffffffff810c0883:       cmovbq  %rcx, %rdx
    0.00 :   ffffffff810c0887:       andl    $0x200, %eax    # imm = 0x200
    0.00 :   ffffffff810c088c:       movl    %eax, -0x78(%rbp)
    0.00 :   ffffffff810c088f:       jne     0xffffffff810c0922 <rebalance_domains+0x242>
    0.00 :   ffffffff810c0895:       movq    0x48(%rbx), %rax
    0.00 :   ffffffff810c0899:       movq    %r13, -0x40(%rbp)
    0.00 :   ffffffff810c089d:       movq    0x114711c(%rip), %rcx # 0xffffffff822079c0 <jiffies_64>
    0.00 :   ffffffff810c08a4:       subq    %rax, %rcx
    0.00 :   ffffffff810c08a7:       cmpq    %rdx, %rcx
    0.00 :   ffffffff810c08aa:       jns     0xffffffff810c0952 <rebalance_domains+0x272>
    0.00 :   ffffffff810c08b0:       addq    %rdx, %rax
    0.00 :   ffffffff810c08b3:       cmpq    %r12, %rax
    0.00 :   ffffffff810c08b6:       cmovsq  %rax, %r12
  100.00 :   ffffffff810c08ba:       movl    $0x1, %eax
    0.00 :   ffffffff810c08bf:       cmovsl  %eax, %r14d
    0.00 :   ffffffff810c08c3:       jmp     0xffffffff810c083d <rebalance_domains+0x15d>
    0.00 :   ffffffff810c08c8:       movslq  -0x58(%rbp), %rax
    0.00 :   ffffffff810c08cc:       movl    $0x0, -0x54(%rbp)
    0.00 :   ffffffff810c08d3:       movq    $0x22f40, -0x70(%rbp) # imm = 0x22F40
    0.00 :   ffffffff810c08db:       movq    %rax, -0x60(%rbp)
    0.00 :   ffffffff810c08df:       jmp     0xffffffff810c0754 <rebalance_domains+0x74>
    0.00 :   ffffffff810c08e4:       imull   0x28(%rbx), %edi
    0.00 :   ffffffff810c08e8:       callq   0xffffffff8110eda0 <__msecs_to_jiffies>
    0.00 :   ffffffff810c08ed:       decq    %rax
    0.00 :   ffffffff810c08f0:       jmp     0xffffffff810c086a <rebalance_domains+0x18a>
    0.00 :   ffffffff810c08f5:       movl    -0x64(%rbp), %r8d
    0.00 :   ffffffff810c08f9:       movq    %r12, %rbx
    0.00 :   ffffffff810c08fc:       movq    -0x50(%rbp), %r12
    0.00 :   ffffffff810c0900:       testl   %r8d, %r8d
    0.00 :   ffffffff810c0903:       je      0xffffffff810c07d0 <rebalance_domains+0xf0>
    0.00 :   ffffffff810c0909:       movl    $0x7a120, %eax  # imm = 0x7A120
    0.00 :   ffffffff810c090e:       cmpq    %rax, %r15
    0.00 :   ffffffff810c0911:       cmovaeq %r15, %rax
    0.00 :   ffffffff810c0915:       movq    %rax, 0xb20(%r12)
    0.00 :   ffffffff810c091d:       jmp     0xffffffff810c07d0 <rebalance_domains+0xf0>
    0.00 :   ffffffff810c0922:       movq    $-0x7d97456c, %rdi # imm = 0x8268BA94
    0.00 :   ffffffff810c0929:       movq    %rdx, -0x80(%rbp)
    0.00 :   ffffffff810c092d:       callq   0xffffffff81b77350 <_raw_spin_trylock>
    0.00 :   ffffffff810c0932:       testl   %eax, %eax
    0.00 :   ffffffff810c0934:       movq    -0x80(%rbp), %rdx
    0.00 :   ffffffff810c0938:       je      0xffffffff810c09d6 <rebalance_domains+0x2f6>
    0.00 :   ffffffff810c093e:       movq    %r13, -0x40(%rbp)
    0.00 :   ffffffff810c0942:       movq    0x1147077(%rip), %rax # 0xffffffff822079c0 <jiffies_64>
    0.00 :   ffffffff810c0949:       subq    0x48(%rbx), %rax
    0.00 :   ffffffff810c094d:       cmpq    %rdx, %rax
    0.00 :   ffffffff810c0950:       js      0xffffffff810c09b9 <rebalance_domains+0x2d9>
    0.00 :   ffffffff810c0952:       movl    -0x68(%rbp), %ecx
    0.00 :   ffffffff810c0955:       movq    -0x50(%rbp), %rsi
    0.00 :   ffffffff810c0959:       leaq    -0x44(%rbp), %r8
    0.00 :   ffffffff810c095d:       movl    -0x58(%rbp), %edi
    0.00 :   ffffffff810c0960:       movq    %rbx, %rdx
    0.00 :   ffffffff810c0963:       callq   0xffffffff810bfb00 <load_balance>
    0.00 :   ffffffff810c0968:       testl   %eax, %eax
    0.00 :   ffffffff810c096a:       jne     0xffffffff810c09df <rebalance_domains+0x2ff>
    0.00 :   ffffffff810c096c:       movl    -0x54(%rbp), %edx
    0.00 :   ffffffff810c096f:       movq    0x114704a(%rip), %rax # 0xffffffff822079c0 <jiffies_64>
    0.00 :   ffffffff810c0976:       movl    0x50(%rbx), %edi
    0.00 :   ffffffff810c0979:       testl   %edx, %edx
    0.00 :   ffffffff810c097b:       movq    %rax, 0x48(%rbx)
    0.00 :   ffffffff810c097f:       je      0xffffffff810c0a31 <rebalance_domains+0x351>
    0.00 :   ffffffff810c0985:       imull   0x28(%rbx), %edi
    0.00 :   ffffffff810c0989:       callq   0xffffffff8110eda0 <__msecs_to_jiffies>
    0.00 :   ffffffff810c098e:       movl    $0x1, -0x54(%rbp)
    0.00 :   ffffffff810c0995:       decq    %rax
    0.00 :   ffffffff810c0998:       movq    0x12a5f41(%rip), %rdx # 0xffffffff823668e0 <max_load_balance_interval>
    0.00 :   ffffffff810c099f:       testq   %rax, %rax
    0.00 :   ffffffff810c09a2:       movl    $0x1, %ecx
    0.00 :   ffffffff810c09a7:       cmovneq %rax, %rcx
    0.00 :   ffffffff810c09ab:       cmpq    %rdx, %rax
    0.00 :   ffffffff810c09ae:       movl    -0x78(%rbp), %eax
    0.00 :   ffffffff810c09b1:       cmovbq  %rcx, %rdx
    0.00 :   ffffffff810c09b5:       testl   %eax, %eax
    0.00 :   ffffffff810c09b7:       je      0xffffffff810c09d6 <rebalance_domains+0x2f6>
    0.00 :   ffffffff810c09b9:       movq    $-0x7d97456c, %rdi # imm = 0x8268BA94
    0.00 :   ffffffff810c09c0:       movq    %rdx, -0x78(%rbp)
    0.00 :   ffffffff810c09c4:       callq   0xffffffff81b773a0 <_raw_spin_unlock>
